species,study.id,preferred,type,genus,family,order,trophic.group,diet,diet.reference,latitude,longitude,study.location,sample.period,temperature.c,age.class,bodylength.metric,bodylength.mean.mm,bodylength.min.mm,bodylength.max.mm,bodylength.sd.mm,bodylength.n,ln.bodylength,gutlength.mean.mm,ln.gutlength.mean,gutlength.sd,relativelength.min,relativelength.max,relativelength.mean,relativelength.sd,relativelength.n,ln.relativelength,reference,notes,,
Acanthemblemaria_macrospilus,42,Y,entire gut,Acanthemblemaria,Chaenopsidae,Blenniiformes,carnivore,invertebrates,same,25.4,-109.6,Gulf Of Mexico,,24.1,,standard,35,25,45,,,3.555348061,16.45,2.800325477,,,,0.47,,,-0.755022584,"Kotrschal, K., & Lindquist, D. G. (1986). The Feeding Apparatus in four Pacific Tube Blennies (Teleostei: Chaenopsidae): Marine Ecology, 7(3), 241–253.","Reported length range only, took midpoint for mean.",,
Stegastes_lividus,19,Y,intestine,Stegastes,Pomacentridae,Perciformes,omnivore,omnivore,same,13.5,144.6,Apra Harbour Guam,,28.5,juvenile,standard,35.33970652,13.3101,49.9365,9.25069078,46,3.565007162,102.6295808,4.631126203,,1.9949,3.9555,2.904086958,0.550217272,46,1.06611904,"Lassuy, D. R. (1984). Diet, intestinal morphology, and nitrogen assimilation efficiency in the damselfish, Stegastes lividus, in Guam. Environmental Biology of Fishes, 10(3), 183–193.","No collection period specified, so took NOAA data for years preceding publication.",,
Stegastes_lividus,19,Y,intestine,Stegastes,Pomacentridae,Perciformes,herbivore,turf algae,same,13.5,144.6,Apra Harbour Guam,,28.5,adult,standard,78.97721765,50.1728,104.3971,14.3637066,34,4.369159427,331.7317239,5.804326582,,3.2396,4.955,4.200347059,0.426897743,34,1.435167155,"Lassuy, D. R. (1984). Diet, intestinal morphology, and nitrogen assimilation efficiency in the damselfish, Stegastes lividus, in Guam. Environmental Biology of Fishes, 10(3), 183–193.","No collection period specified, so took NOAA data for years preceding publication.",,"Changed from Hermosilla azurea to accepted name, Kyphosus azureus"
Embiotoca_jacksoni,16,Y,entire gut,Embiotoca,Embiotocidae,Perciformes,carnivore,invertebrates,same,34.4,-119.9,Santa Barbara Channel USA,March to August 1973,14.4,adult,standard,196,,,34,100,5.278114659,243.04,5.493226039,,,,1.24,0.25,100,0.21511138,"Laur, D. R., & Ebeling, A. W. (1983). Predator-prey relationships in surfperches. Environmental Biology of Fishes, 8(3), 217–229.",,,
Embiotoca_lateralis,16,Y,entire gut,Embiotoca,Embiotocidae,Perciformes,carnivore,invertebrates,same,34.4,-119.9,Santa Barbara Channel USA,March to August 1973,14.4,adult,standard,200,,,41.10960958,40,5.298317367,246,5.505331536,,,,1.23,0.208710326,40,0.207014169,"Laur, D. R., & Ebeling, A. W. (1983). Predator-prey relationships in surfperches. Environmental Biology of Fishes, 8(3), 217–229.",,,
Hypsurus_caryi,16,Y,entire gut,Hypsurus,Embiotocidae,Perciformes,carnivore,invertebrates,same,34.4,-119.9,Santa Barbara Channel USA,March to August 1973,14.4,adult,standard,164,,,34.27097898,58,5.099866428,193.52,5.265380866,,,,1.18,0.274167832,58,0.165514438,"Laur, D. R., & Ebeling, A. W. (1983). Predator-prey relationships in surfperches. Environmental Biology of Fishes, 8(3), 217–229.",,,
Rhacochilus_toxotes,16,Y,entire gut,Rhacochilus,Embiotocidae,Perciformes,carnivore,invertebrates and fish,same,34.4,-119.9,Santa Barbara Channel USA,March to August 1973,14.4,adult,standard,279,,,31.58987179,77,5.631211782,251.1,5.525851266,,,,0.9,0.210599145,77,-0.105360516,"Laur, D. R., & Ebeling, A. W. (1983). Predator-prey relationships in surfperches. Environmental Biology of Fishes, 8(3), 217–229.",,,
Rhacochilus_vacca,16,Y,entire gut,Rhacochilus,Embiotocidae,Perciformes,carnivore,invertebrates,same,34.4,-119.9,Santa Barbara Channel USA,March to August 1973,14.4,adult,standard,210,,,34.64563465,62,5.347107531,197.4,5.285232127,,,,0.94,0.251968252,62,-0.061875404,"Laur, D. R., & Ebeling, A. W. (1983). Predator-prey relationships in surfperches. Environmental Biology of Fishes, 8(3), 217–229.",,,
Chaetodon_striatus,21,Y,intestine,Chaetodon,Chaetodontidae,Perciformes,carnivore,invertebrates,same,-14.1,37.5,Western Atlantic,Jan 2010 to March 2012,24.8,adult,total,113,,,,169,4.727387819,519.8,6.253444122,,2.9,7.3,4.6,3.38,169,1.526056303,"Liedke, A. M. R., Barneche, D. R., Ferreira, C. E. L., Segal, B., Nunes, L. T., Burigo, A. P., Carvalho, J. A., Buck, S., Bonaldo, R. M., & Floeter, S. R. (2016). Abundance, diet, foraging and nutritional condition of the banded butterflyfish (Chaetodon striatus) along the western Atlantic. Marine Biology, 163(1), 6.",Authors sampled wide latitudinal range but only reported average gut length across the entire range.  Took mean dive temperature reported in study and mean body length.,,
Strongylura_leiura,33,Y,entire gut,Strongylura,Belonidae,Beloniformes,carnivore,fish,same,-27.5,153.4,Moreton Bay Australia,07-Sep,21.8,,standard,630,580,633,48.08672721,3,6.445719819,302.4,5.711750644,,0.43,0.5,0.48,0.05,7,-0.733969175,"Manjakasy, J. M., Day, R. D., Kemp, A., & Tibbetts, I. R. (2009). Functional morphology of digestion in the stomachless, piscivorous needlefishes Tylosurus gavialoides and Strongylura leiura ferox (Teleostei: Beloniformes). Journal of Morphology, 270(10), 1155–1165.","Took lengths reported in Table I, but couldn't find average lengths for entire dataset.",,
Tylosurus_gavialoides,33,Y,entire gut,Tylosurus,Belonidae,Beloniformes,carnivore,fish,same,-27.5,153.4,Moreton Bay Australia,"August 2007, February 2008, April 2008",23.8,,standard,460,347,640,119.3175036,6,6.131226489,188.6,5.23962837,,0.37,0.49,0.41,0.04,8,-0.891598119,"Manjakasy, J. M., Day, R. D., Kemp, A., & Tibbetts, I. R. (2009). Functional morphology of digestion in the stomachless, piscivorous needlefishes Tylosurus gavialoides and Strongylura leiura ferox (Teleostei: Beloniformes). Journal of Morphology, 270(10), 1155–1165.","Took lengths reported in Table I, but couldn't find average lengths for entire dataset.",,
Cebidichthys_violaceus,12,N,intestine,Cebidichthys,Stichaeidae,Perciformes,herbivore,macroalgae,same,37.7,-122.6,Half Moon Bay and Duxbury Reef California,,13,juvenile,standard,145.35595,92.7183,282.4217,44.16735932,40,4.979185562,132.3065976,4.885121939,52.19017143,0.7037,1.3069,0.910224849,0.148820782,40,-0.107975042,"Montgomery, W. L. (1977). Diet and Gut Morphology in Fishes, with Special Reference to the Monkeyface Prickleback, Cebidichthys violaceus (Stichaeidae: Blennioidei). Copeia, 1977(1), 178–182.",,,
Cebidichthys_violaceus,12,N,intestine,Cebidichthys,Stichaeidae,Perciformes,omnivore,omnivore,same,37.7,-122.6,Half Moon Bay and Duxbury Reef California,,13,juvenile,standard,65.88948485,38.4308,89.4893,13.72897623,33,4.187978867,42.90587515,3.759008767,16.5091572,0.3814,0.8957,0.651179399,0.129809239,33,-0.459954893,"Montgomery, W. L. (1977). Diet and Gut Morphology in Fishes, with Special Reference to the Monkeyface Prickleback, Cebidichthys violaceus (Stichaeidae: Blennioidei). Copeia, 1977(1), 178–182.",,,
Parachaenichthys_charcoti,49,Y,intestine,Parachaenichthys,Bathydraconidae,Perciformes,carnivore,fish,same,-62.2,-58.7,Antarctica,December to March 2008 - 2018,0.6,,standard,366.5,267,466,,14,5.903998521,257.90605,5.552595371,,,,0.7037,0.1085,14,-0.35140315,"Moreira, E., Novillo, M., Eastman, J. T., & Barrera-Oro, E. (2020). Degree of herbivory and intestinal morphology in nine notothenioid fishes from the western Antarctic Peninsula. Polar Biology, 43(5), 535–544.",,,
Chaenocephalus_aceratus,49,Y,intestine,Chaenocephalus,Channichthyidae,Perciformes,carnivore,fish,same,-62.2,-58.7,Antarctica,December to March 2008 - 2018,0.6,,standard,486.5,357,616,,28,6.187236902,381.0268,5.942869714,,,,0.7832,0.1549,28,-0.244367188,"Moreira, E., Novillo, M., Eastman, J. T., & Barrera-Oro, E. (2020). Degree of herbivory and intestinal morphology in nine notothenioid fishes from the western Antarctic Peninsula. Polar Biology, 43(5), 535–544.",,,
Harpagifer_antarcticus,49,Y,intestine,Harpagifer,Harpagiferidae,Perciformes,carnivore,invertebrates and fish,same,-62.2,-58.7,Antarctica,December to March 2008 - 2018,0.6,,standard,58,24,92,,151,4.060443011,30.5486,3.419318858,,,,0.5267,0.0842,151,-0.641124152,"Moreira, E., Novillo, M., Eastman, J. T., & Barrera-Oro, E. (2020). Degree of herbivory and intestinal morphology in nine notothenioid fishes from the western Antarctic Peninsula. Polar Biology, 43(5), 535–544.",,,
Gobionotothen_gibberifrons,49,Y,intestine,Gobionotothen,Nototheniidae,Perciformes,carnivore,fish,same,-62.2,-58.7,Antarctica,December to March 2008 - 2018,0.6,,standard,264.5,236,293,,4,5.577841251,232.15165,5.447390822,,,,0.8777,0.0545,4,-0.130450429,"Moreira, E., Novillo, M., Eastman, J. T., & Barrera-Oro, E. (2020). Degree of herbivory and intestinal morphology in nine notothenioid fishes from the western Antarctic Peninsula. Polar Biology, 43(5), 535–544.",,,
Lepidonotothen_nudifrons,49,Y,intestine,Lepidonotothen,Nototheniidae,Perciformes,carnivore,invertebrates and fish,same,-62.2,-58.7,Antarctica,December to March 2008 - 2018,0.6,,standard,114.5,31,198,,248,4.740574823,60.49035,4.102483848,,,,0.5283,0.0974,248,-0.638090975,"Moreira, E., Novillo, M., Eastman, J. T., & Barrera-Oro, E. (2020). Degree of herbivory and intestinal morphology in nine notothenioid fishes from the western Antarctic Peninsula. Polar Biology, 43(5), 535–544.",,,
Notothenia_coriiceps,49,Y,intestine,Notothenia,Nototheniidae,Perciformes,omnivore,omnivore,same,-62.2,-58.7,Antarctica,December to March 2008 - 2018,0.6,,standard,278.5,54,503,,247,5.629418059,230.01315,5.438136481,,,,0.8259,0.1909,247,-0.191281578,"Moreira, E., Novillo, M., Eastman, J. T., & Barrera-Oro, E. (2020). Degree of herbivory and intestinal morphology in nine notothenioid fishes from the western Antarctic Peninsula. Polar Biology, 43(5), 535–544.",,,
Notothenia_rossii,49,Y,intestine,Notothenia,Nototheniidae,Perciformes,omnivore,omnivore,same,-62.2,-58.7,Antarctica,December to March 2008 - 2018,0.6,,standard,226,54,398,,396,5.420534999,176.054,5.170790766,,,,0.779,0.1514,396,-0.249744233,"Moreira, E., Novillo, M., Eastman, J. T., & Barrera-Oro, E. (2020). Degree of herbivory and intestinal morphology in nine notothenioid fishes from the western Antarctic Peninsula. Polar Biology, 43(5), 535–544.",,,
Trematomus_bernacchii,49,Y,intestine,Trematomus,Nototheniidae,Perciformes,carnivore,invertebrates and fish,same,-62.2,-58.7,Antarctica,December to March 2008 - 2018,0.6,,standard,221.5,146,297,,75,5.400422589,152.1262,5.02471044,,,,0.6868,0.1446,75,-0.37571215,"Moreira, E., Novillo, M., Eastman, J. T., & Barrera-Oro, E. (2020). Degree of herbivory and intestinal morphology in nine notothenioid fishes from the western Antarctic Peninsula. Polar Biology, 43(5), 535–544.",,,
Trematomus_newnesi,49,Y,intestine,Trematomus,Nototheniidae,Perciformes,carnivore,invertebrates and fish,same,-62.2,-58.7,Antarctica,December to March 2008 - 2018,0.6,,standard,123,44,202,,206,4.812184355,63.1236,4.145094709,,,,0.5132,0.1227,206,-0.667089646,"Moreira, E., Novillo, M., Eastman, J. T., & Barrera-Oro, E. (2020). Degree of herbivory and intestinal morphology in nine notothenioid fishes from the western Antarctic Peninsula. Polar Biology, 43(5), 535–544.",,,
Scartichthys_viridis,17,Y,entire gut,Scartichthys,Blenniidae,Blenniiformes,herbivore,diatoms,same,-33.4,-71.6,"Las Cruces, El Tabo and Los Molles Chile",March 1994 to April 1995,9,juvenile,total,49.048275,39,55,5.717112898,8,3.892805017,101.7817946,4.622831253,24.55189603,1.61,2.41,2.07513505,0.302357938,8,0.718065377,"Muñoz, A. A., & Ojeda, F. P. (2000). Ontogenetic changes in the diet of the herbivorous Scartichthys viridis in a rocky intertidal zone in central Chile. Journal of Fish Biology, 56(4), 986–998.","Broke data into three segments: 40-55 mm TL (consuming mostly diatoms and detritus), 55 -146 mm TL (first chunk of piecewise regression in Fig 4), and >146 mm (second chunk of piecewise regression)",,
Scartichthys_viridis,47,Y,entire gut,Scartichthys,Blenniidae,Blenniiformes,herbivore,macroalgae,same,-33.4,-71.6,"Las Cruces, El Tabo and Los Molles Chile",1987 - 1988,9,,total,105.5838403,58,146,22.08382529,62,4.659505332,354.6217439,5.871051711,108.1288579,,,3.358674423,0.457484247,62,1.195521385,"Muñoz, A. A., & Ojeda, F. P. (2000). Ontogenetic changes in the diet of the herbivorous Scartichthys viridis in a rocky intertidal zone in central Chile. Journal of Fish Biology, 56(4), 986–998.","Broke data into three segments: 40-55 mm TL (consuming mostly diatoms and detritus), 55 -146 mm TL (first chunk of piecewise regression in Fig 4), and >146 mm (second chunk of piecewise regression)",,
Scartichthys_viridis,47,Y,entire gut,Scartichthys,Blenniidae,Blenniiformes,herbivore,macroalgae,same,-33.4,-71.6,"Las Cruces, El Tabo and Los Molles Chile",March 1994 to April 1995,9,,total,220.3881767,150,302,43.39861385,43,5.395390431,867.5155176,6.765633399,,2.9224,5.1114,3.936306977,0.500444021,43,1.370242968,"Muñoz, A. A., & Ojeda, F. P. (2000). Ontogenetic changes in the diet of the herbivorous Scartichthys viridis in a rocky intertidal zone in central Chile. Journal of Fish Biology, 56(4), 986–998.","Broke data into three segments: 40-55 mm TL (consuming mostly diatoms and detritus), 55 -146 mm TL (first chunk of piecewise regression in Fig 4), and >146 mm (second chunk of piecewise regression)",,
Artedidraco_mirus,17,N,intestine,Artedidraco,Artedidraconidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,58,54,70,5,3,4.060443011,26.216,3.266369911,Artedidraco_mirus,,,0.452,,3,-0.794073099,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",Added stomach and intestine length to get total gut length.,,
Artedidraco_mirus,17,Y,entire gut,Artedidraco,Artedidraconidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,58,54,70,5,3,4.060443011,36.83,3.60631273,Artedidraco_mirus,,,0.635,,3,-0.45413028,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",Added stomach and intestine length to get total gut length.,,
Pogonophyrne_scotti,17,N,intestine,Pogonophyrne,Artedidraconidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,121,77,165,76,3,4.795790546,59.653,4.088544441,Pogonophyrne_dolochobranchiata,,,0.493,,3,-0.707246105,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",Added stomach and intestine length to get total gut length.,,
Pogonophyrne_scotti,17,Y,entire gut,Pogonophyrne,Artedidraconidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,121,77,165,76,3,4.795790546,76.593,4.338505689,Pogonophyrne_dolochobranchiata,,,0.633,,3,-0.457284857,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",Added stomach and intestine length to get total gut length.,,
Bathydraco_marri,17,N,intestine,Bathydraco,Bathydraconidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,215,215,215,,1,5.370638028,99.975,4.604920155,Bathydraco_marri,,,0.465,,1,-0.765717873,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",,,
Bathydraco_marri,17,Y,entire gut,Bathydraco,Bathydraconidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,215,215,215,,1,5.370638028,129,4.859812404,Bathydraco_marri,,,0.6,,1,-0.510825624,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",,,
Gymnodraco_acuticeps,17,N,intestine,Gymnodraco,Bathydraconidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,156,156,156,,1,5.049856007,90.012,4.499942995,Gymnodraco_acuticeps,,,0.577,,1,-0.549913012,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",,,
Gymnodraco_acuticeps,17,Y,entire gut,Gymnodraco,Bathydraconidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,156,156,156,,1,5.049856007,114.036,4.736514188,Gymnodraco_acuticeps,,,0.731,,1,-0.313341819,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",,,
Parachaenichthys_georgianus,17,N,intestine,Parachaenichthys,Bathydraconidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,172,115,230,37,6,5.147494477,71.208,4.265605172,Parachaenichthys_georgianus,,,0.414,,6,-0.881889305,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",Added stomach and intestine length to get total gut length.,,
Parachaenichthys_georgianus,17,Y,entire gut,Parachaenichthys,Bathydraconidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,172,115,230,37,6,5.147494477,96.32,4.567675982,Parachaenichthys_georgianus,,,0.56,,6,-0.579818495,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",Added stomach and intestine length to get total gut length.,,
Prionodraco_evansii,17,N,intestine,Prionodraco,Bathydraconidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,138,120,148,12,4,4.927253685,57.27,4.047776926,Prionodraco_evansii,,,0.415,,4,-0.879476759,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",Added stomach and intestine length to get total gut length.,,
Prionodraco_evansii,17,Y,entire gut,Prionodraco,Bathydraconidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,138,120,148,12,4,4.927253685,71.208,4.265605172,Prionodraco_evansii,,,0.516,,4,-0.661648514,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",Added stomach and intestine length to get total gut length.,,
Racovitzia_glacialis,17,N,intestine,Racovitzia,Bathydraconidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,230,230,230,,1,5.438079309,109.94,4.699934762,Racovitzia_glacialis,,,0.478,,1,-0.738144546,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",,,
Racovitzia_glacialis,17,Y,entire gut,Racovitzia,Bathydraconidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,230,230,230,,1,5.438079309,138.92,4.933898228,Racovitzia_glacialis,,,0.604,,1,-0.504181081,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",,,
Vomeridens_infuscipinnis,17,N,intestine,Vomeridens,Bathydraconidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,216,205,230,12,3,5.375278408,67.176,4.207316041,Vomeridens_infuscipinnis,,,0.311,,3,-1.167962367,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",Added stomach and intestine length to get toal gut length.,,
Vomeridens_infuscipinnis,17,Y,entire gut,Vomeridens,Bathydraconidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,216,205,230,12,3,5.375278408,88.344,4.481238285,Vomeridens_infuscipinnis,,,0.409,,3,-0.894040123,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",Added stomach and intestine length to get toal gut length.,,
Chaenocephalus_aceratus,17,N,intestine,Chaenocephalus,Channichthyidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,275,95,440,140,6,5.616771098,146.025,4.98377784,Chaenocephalus_aceratus,,,0.531,,6,-0.632993258,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",Added stomach and intestine length to get total gut length.,,
Chaenocephalus_aceratus,17,Y,entire gut,Chaenocephalus,Channichthyidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,275,95,440,140,6,5.616771098,185.9,5.225208895,Chaenocephalus_aceratus,,,0.676,,6,-0.391562203,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",Added stomach and intestine length to get total gut length.,,
Champsocephalus_gunnari,17,N,intestine,Champsocephalus,Channichthyidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,324,177,420,86,4,5.780743516,216.756,5.378772297,Champsocephalus_gunnari,,,0.669,,4,-0.401971219,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",Added stomach and intestine length to get total gut length.,,
Champsocephalus_gunnari,17,Y,entire gut,Champsocephalus,Channichthyidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,324,177,420,86,4,5.780743516,267.948,5.590792932,Champsocephalus_gunnari,,,0.827,,4,-0.189950584,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",Added stomach and intestine length to get total gut length.,,
Chionodraco_rastrospinosus,17,N,intestine,Chionodraco,Channichthyidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,186,180,196,9,3,5.225746674,107.508,4.677565263,Chionodraco_rastrospinosus,,,0.578,,3,-0.54818141,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",Added stomach and intestine length to get total gut length.,,
Chionodraco_rastrospinosus,17,Y,entire gut,Chionodraco,Channichthyidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,186,180,196,9,3,5.225746674,144.15,4.970854424,Chionodraco_rastrospinosus,,,0.775,,3,-0.25489225,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",Added stomach and intestine length to get total gut length.,,
Cryodraco_antarcticus,17,N,intestine,Cryodraco,Channichthyidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,155,155,155,,1,5.043425117,60.14,4.096675178,Cryodraco_antarcticus,,,0.388,,1,-0.946749939,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",,,
Cryodraco_antarcticus,17,Y,entire gut,Cryodraco,Channichthyidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,155,155,155,,1,5.043425117,77.655,4.352275939,Cryodraco_antarcticus,,,0.501,,1,-0.691149178,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",,,
Pseudochaenichthys_georgianus,17,N,intestine,Pseudochaenichthys,Channichthyidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,127,95,220,62,4,4.844187086,64.77,4.170842533,Pseudochaenichthys_georgianus,,,0.51,,4,-0.673344553,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",Added stomach and intestine length to get total gut length.,,
Pseudochaenichthys_georgianus,17,Y,entire gut,Pseudochaenichthys,Channichthyidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,127,95,220,62,4,4.844187086,85.598,4.449661918,Pseudochaenichthys_georgianus,,,0.674,,4,-0.394525168,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",Added stomach and intestine length to get total gut length.,,
Harpagifer_bispinis,17,N,intestine,Harpagifer,Harpagiferidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,54,54,54,,1,3.988984047,30.024,3.401997062,Harpagifer_bispinis,,,0.556,,1,-0.586986985,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",,,
Harpagifer_bispinis,17,Y,entire gut,Harpagifer,Harpagiferidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,54,54,54,,1,3.988984047,42.012,3.737955292,Harpagifer_bispinis,,,0.778,,1,-0.251028755,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",,,
Muraenolepis_microps,17,N,intestine,Muraenolepis,Muraenolepididae,Gadiformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,222,135,333,80,5,5.402677382,116.328,4.756413787,Muraenolepis_microps,,,0.524,,5,-0.646263595,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",Added stomach and intestine length to get total gut length.,,
Muraenolepis_microps,17,Y,entire gut,Muraenolepis,Muraenolepididae,Gadiformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,222,135,333,80,5,5.402677382,143.412,4.965721607,Muraenolepis_microps,,,0.646,,5,-0.436955775,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",Added stomach and intestine length to get total gut length.,,
Gobionotothen_angustifrons,17,N,intestine,Notothenia,Nototheniidae,Perciformes,carnivore,invertebrates,same,-57.3,38.6,Antarctica,May 1975 to February 1976,0.2,,standard,103,71,140,25,10,4.634728988,46.247,3.833996597,Notothenia_angustifrons,,,0.449,,10,-0.800732391,"Ojeda, P.F. (1986). Morphological characterization of the alimentary tract of Antarctic fishes and its relation to feeding habits. Polar Biology, 5(2), 125–128.",Added stomach and intestine length to get total gut length.,,
