species,study.id,dataset.id,wild.lab,order,family,genus,trophic.group,latitude,longitude,study.location,diet,diet.details,temperature.c,temperature.variation,method,absorption.efficiency.n,component,absorption.efficiency,age.class,bodylength.metric,ln.bodylength,bodylength.avg.mm,bodylength.min.mm,bodylength.max.mm,bodylength.sd.mm,bodylength.se.mm,bodylength.n,mass.avg.g,mass.sd.g,mass.min.g,mass.max.g,mass.n,reference,notes,more notes,
Epinephelus_guttatus,44,44B,lab,Perciformes,Serranidae,Epinephelus,carnivore,32.3,-64.8,Bermuda,fish,Anchoa choerostoma,19,1,total collection,,lipid,0.961,,total,5.657833529,294.8511134,280.6436435,308.0488844,,,,411,,355,468,10,"Menzel, D. W. (1960). Utilization of Food by a Bermuda Reef Fish, Epinephelus guttatus. ICES Journal of Marine Science, 25(2), 216–222.","Only reported weights in study, calculated lengths from L-W relationship published in Beets, J., & Friedlander, A. (1992). Stock analysis and management strategies for red hind, Epinephelus guttatus, in the U.S. Virgin Islands. Proceedings of the Gulf and Caribbean Fisheries Institute, 42, 66–79.",Group 2,
Epinephelus_guttatus,44,44B,lab,Perciformes,Serranidae,Epinephelus,carnivore,32.3,-64.8,Bermuda,fish,Anchoa choerostoma,19,1,total collection,,energy,0.964,,total,5.657833529,294.8511134,280.6436435,308.0488844,,,,411,,355,468,10,"Menzel, D. W. (1960). Utilization of Food by a Bermuda Reef Fish, Epinephelus guttatus. ICES Journal of Marine Science, 25(2), 216–222.","Only reported weights in study, calculated lengths from L-W relationship published in Beets, J., & Friedlander, A. (1992). Stock analysis and management strategies for red hind, Epinephelus guttatus, in the U.S. Virgin Islands. Proceedings of the Gulf and Caribbean Fisheries Institute, 42, 66–79.",Group 2,
Epinephelus_guttatus,44,44B,lab,Perciformes,Serranidae,Epinephelus,carnivore,32.3,-64.8,Bermuda,fish,Anchoa choerostoma,19,1,total collection,,protein,0.972,,total,5.657833529,294.8511134,280.6436435,308.0488844,,,,411,,355,468,10,"Menzel, D. W. (1960). Utilization of Food by a Bermuda Reef Fish, Epinephelus guttatus. ICES Journal of Marine Science, 25(2), 216–222.","Only reported weights in study, calculated lengths from L-W relationship published in Beets, J., & Friedlander, A. (1992). Stock analysis and management strategies for red hind, Epinephelus guttatus, in the U.S. Virgin Islands. Proceedings of the Gulf and Caribbean Fisheries Institute, 42, 66–79.",Group 2,
Epinephelus_guttatus,44,44D,lab,Perciformes,Serranidae,Epinephelus,carnivore,32.3,-64.8,Bermuda,fish,Sardinella anchovia,23,1,total collection,,energy,0.913,,total,5.657833529,267.815036,251.6830995,300.0806529,,,,309,,257,433,8,"Menzel, D. W. (1960). Utilization of Food by a Bermuda Reef Fish, Epinephelus guttatus. ICES Journal of Marine Science, 25(2), 216–222.","Only reported weights in study, calculated lengths from L-W relationship published in Beets, J., & Friedlander, A. (1992). Stock analysis and management strategies for red hind, Epinephelus guttatus, in the U.S. Virgin Islands. Proceedings of the Gulf and Caribbean Fisheries Institute, 42, 66–79.",Group 2,
Epinephelus_guttatus,44,44D,lab,Perciformes,Serranidae,Epinephelus,carnivore,32.3,-64.8,Bermuda,fish,Sardinella anchovia,23,1,total collection,,protein,0.922,,total,5.657833529,267.815036,251.6830995,300.0806529,,,,309,,257,433,8,"Menzel, D. W. (1960). Utilization of Food by a Bermuda Reef Fish, Epinephelus guttatus. ICES Journal of Marine Science, 25(2), 216–222.","Only reported weights in study, calculated lengths from L-W relationship published in Beets, J., & Friedlander, A. (1992). Stock analysis and management strategies for red hind, Epinephelus guttatus, in the U.S. Virgin Islands. Proceedings of the Gulf and Caribbean Fisheries Institute, 42, 66–79.",Group 2,
Epinephelus_guttatus,44,44D,lab,Perciformes,Serranidae,Epinephelus,carnivore,32.3,-64.8,Bermuda,fish,Sardinella anchovia,23,1,total collection,,lipid,0.927,,total,5.657833529,267.815036,251.6830995,300.0806529,,,,309,,257,433,8,"Menzel, D. W. (1960). Utilization of Food by a Bermuda Reef Fish, Epinephelus guttatus. ICES Journal of Marine Science, 25(2), 216–222.","Only reported weights in study, calculated lengths from L-W relationship published in Beets, J., & Friedlander, A. (1992). Stock analysis and management strategies for red hind, Epinephelus guttatus, in the U.S. Virgin Islands. Proceedings of the Gulf and Caribbean Fisheries Institute, 42, 66–79.",Group 2,
Epinephelus_guttatus,44,44G,lab,Perciformes,Serranidae,Epinephelus,carnivore,32.3,-64.8,Bermuda,fish,Harengula callolepis,28,1,total collection,,lipid,0.887,,total,5.657833529,284.0673906,275.2101622,309.3748055,,,,368,,335,474,6,"Menzel, D. W. (1960). Utilization of Food by a Bermuda Reef Fish, Epinephelus guttatus. ICES Journal of Marine Science, 25(2), 216–222.","Only reported weights in study, calculated lengths from L-W relationship published in Beets, J., & Friedlander, A. (1992). Stock analysis and management strategies for red hind, Epinephelus guttatus, in the U.S. Virgin Islands. Proceedings of the Gulf and Caribbean Fisheries Institute, 42, 66–79.",Group 2,
Epinephelus_guttatus,44,44G,lab,Perciformes,Serranidae,Epinephelus,carnivore,32.3,-64.8,Bermuda,fish,Harengula callolepis,28,1,total collection,,energy,0.968,,total,5.657833529,284.0673906,275.2101622,309.3748055,,,,368,,335,474,6,"Menzel, D. W. (1960). Utilization of Food by a Bermuda Reef Fish, Epinephelus guttatus. ICES Journal of Marine Science, 25(2), 216–222.","Only reported weights in study, calculated lengths from L-W relationship published in Beets, J., & Friedlander, A. (1992). Stock analysis and management strategies for red hind, Epinephelus guttatus, in the U.S. Virgin Islands. Proceedings of the Gulf and Caribbean Fisheries Institute, 42, 66–79.",Group 2,
Epinephelus_guttatus,44,44G,lab,Perciformes,Serranidae,Epinephelus,carnivore,32.3,-64.8,Bermuda,fish,Harengula callolepis,28,1,total collection,,protein,0.975,,total,5.657833529,284.0673906,275.2101622,309.3748055,,,,368,,335,474,6,"Menzel, D. W. (1960). Utilization of Food by a Bermuda Reef Fish, Epinephelus guttatus. ICES Journal of Marine Science, 25(2), 216–222.","Only reported weights in study, calculated lengths from L-W relationship published in Beets, J., & Friedlander, A. (1992). Stock analysis and management strategies for red hind, Epinephelus guttatus, in the U.S. Virgin Islands. Proceedings of the Gulf and Caribbean Fisheries Institute, 42, 66–79.",Group 2,
Epinephelus_guttatus,44,44C,lab,Perciformes,Serranidae,Epinephelus,carnivore,32.3,-64.8,Bermuda,fish,Anchoa choerostoma,19,1,total collection,,lipid,0.947,,total,5.845335792,336.8377154,321.8567183,358.1929386,,,,610,,533,732,12,"Menzel, D. W. (1960). Utilization of Food by a Bermuda Reef Fish, Epinephelus guttatus. ICES Journal of Marine Science, 25(2), 216–222.","Only reported weights in study, calculated lengths from L-W relationship published in Beets, J., & Friedlander, A. (1992). Stock analysis and management strategies for red hind, Epinephelus guttatus, in the U.S. Virgin Islands. Proceedings of the Gulf and Caribbean Fisheries Institute, 42, 66–79.",Group 3,
Epinephelus_guttatus,44,44C,lab,Perciformes,Serranidae,Epinephelus,carnivore,32.3,-64.8,Bermuda,fish,Anchoa choerostoma,19,1,total collection,,energy,0.957,,total,5.845335792,336.8377154,321.8567183,358.1929386,,,,610,,533,732,12,"Menzel, D. W. (1960). Utilization of Food by a Bermuda Reef Fish, Epinephelus guttatus. ICES Journal of Marine Science, 25(2), 216–222.","Only reported weights in study, calculated lengths from L-W relationship published in Beets, J., & Friedlander, A. (1992). Stock analysis and management strategies for red hind, Epinephelus guttatus, in the U.S. Virgin Islands. Proceedings of the Gulf and Caribbean Fisheries Institute, 42, 66–79.",Group 3,
Epinephelus_guttatus,44,44C,lab,Perciformes,Serranidae,Epinephelus,carnivore,32.3,-64.8,Bermuda,fish,Anchoa choerostoma,19,1,total collection,,protein,0.957,,total,5.845335792,336.8377154,321.8567183,358.1929386,,,,610,,533,732,12,"Menzel, D. W. (1960). Utilization of Food by a Bermuda Reef Fish, Epinephelus guttatus. ICES Journal of Marine Science, 25(2), 216–222.","Only reported weights in study, calculated lengths from L-W relationship published in Beets, J., & Friedlander, A. (1992). Stock analysis and management strategies for red hind, Epinephelus guttatus, in the U.S. Virgin Islands. Proceedings of the Gulf and Caribbean Fisheries Institute, 42, 66–79.",Group 3,
Epinephelus_guttatus,44,44E,lab,Perciformes,Serranidae,Epinephelus,carnivore,32.3,-64.8,Bermuda,fish,Sardinella anchovia,23,1,total collection,,protein,0.89,,total,5.845335792,339.607876,315.6312792,363.2372144,,,,625,,503,763,6,"Menzel, D. W. (1960). Utilization of Food by a Bermuda Reef Fish, Epinephelus guttatus. ICES Journal of Marine Science, 25(2), 216–222.","Only reported weights in study, calculated lengths from L-W relationship published in Beets, J., & Friedlander, A. (1992). Stock analysis and management strategies for red hind, Epinephelus guttatus, in the U.S. Virgin Islands. Proceedings of the Gulf and Caribbean Fisheries Institute, 42, 66–79.",Group 3,
Epinephelus_guttatus,44,44E,lab,Perciformes,Serranidae,Epinephelus,carnivore,32.3,-64.8,Bermuda,fish,Sardinella anchovia,23,1,total collection,,energy,0.922,,total,5.845335792,339.607876,315.6312792,363.2372144,,,,625,,503,763,6,"Menzel, D. W. (1960). Utilization of Food by a Bermuda Reef Fish, Epinephelus guttatus. ICES Journal of Marine Science, 25(2), 216–222.","Only reported weights in study, calculated lengths from L-W relationship published in Beets, J., & Friedlander, A. (1992). Stock analysis and management strategies for red hind, Epinephelus guttatus, in the U.S. Virgin Islands. Proceedings of the Gulf and Caribbean Fisheries Institute, 42, 66–79.",Group 3,
Epinephelus_guttatus,44,44E,lab,Perciformes,Serranidae,Epinephelus,carnivore,32.3,-64.8,Bermuda,fish,Sardinella anchovia,23,1,total collection,,lipid,0.963,,total,5.845335792,339.607876,315.6312792,363.2372144,,,,625,,503,763,6,"Menzel, D. W. (1960). Utilization of Food by a Bermuda Reef Fish, Epinephelus guttatus. ICES Journal of Marine Science, 25(2), 216–222.","Only reported weights in study, calculated lengths from L-W relationship published in Beets, J., & Friedlander, A. (1992). Stock analysis and management strategies for red hind, Epinephelus guttatus, in the U.S. Virgin Islands. Proceedings of the Gulf and Caribbean Fisheries Institute, 42, 66–79.",Group 3,
Epinephelus_guttatus,44,44H,lab,Perciformes,Serranidae,Epinephelus,carnivore,32.3,-64.8,Bermuda,fish,Harengula callolepis,28,1,total collection,,lipid,0.923,,total,5.845335792,334.9657643,316.4753129,341.7924396,,,,600,,507,637,6,"Menzel, D. W. (1960). Utilization of Food by a Bermuda Reef Fish, Epinephelus guttatus. ICES Journal of Marine Science, 25(2), 216–222.","Only reported weights in study, calculated lengths from L-W relationship published in Beets, J., & Friedlander, A. (1992). Stock analysis and management strategies for red hind, Epinephelus guttatus, in the U.S. Virgin Islands. Proceedings of the Gulf and Caribbean Fisheries Institute, 42, 66–79.",Group 3,
Epinephelus_guttatus,44,44H,lab,Perciformes,Serranidae,Epinephelus,carnivore,32.3,-64.8,Bermuda,fish,Harengula callolepis,28,1,total collection,,energy,0.965,,total,5.845335792,334.9657643,316.4753129,341.7924396,,,,600,,507,637,6,"Menzel, D. W. (1960). Utilization of Food by a Bermuda Reef Fish, Epinephelus guttatus. ICES Journal of Marine Science, 25(2), 216–222.","Only reported weights in study, calculated lengths from L-W relationship published in Beets, J., & Friedlander, A. (1992). Stock analysis and management strategies for red hind, Epinephelus guttatus, in the U.S. Virgin Islands. Proceedings of the Gulf and Caribbean Fisheries Institute, 42, 66–79.",Group 3,
Epinephelus_guttatus,44,44H,lab,Perciformes,Serranidae,Epinephelus,carnivore,32.3,-64.8,Bermuda,fish,Harengula callolepis,28,1,total collection,,protein,0.976,,total,5.845335792,334.9657643,316.4753129,341.7924396,,,,600,,507,637,6,"Menzel, D. W. (1960). Utilization of Food by a Bermuda Reef Fish, Epinephelus guttatus. ICES Journal of Marine Science, 25(2), 216–222.","Only reported weights in study, calculated lengths from L-W relationship published in Beets, J., & Friedlander, A. (1992). Stock analysis and management strategies for red hind, Epinephelus guttatus, in the U.S. Virgin Islands. Proceedings of the Gulf and Caribbean Fisheries Institute, 42, 66–79.",Group 3,
Lagodon_rhomboides,22,22B,lab,Perciformes,Sparidae,Lagodon,carnivore,34.7,-76.7,Beaufort North Carolina USA,invertebrate,Paleomonetes pugio,24,1,marker,5,total,0.612,juvenile,standard,4.17438727,65,,,,,,,,,,,"Montgomery, J. L. M., & Targett, T. E. (1992). The nutritional role of seagrass in the diet of the omnivorous pinfish Lagodon rhomboides (L.). Journal of Experimental Marine Biology and Ecology, 158(1), 37–57. ",Only reported minimum fish length.,,
Lagodon_rhomboides,22,22B,lab,Perciformes,Sparidae,Lagodon,carnivore,34.7,-76.7,Beaufort North Carolina USA,invertebrate,Paleomonetes pugio,24,1,marker,5,energy,0.772,juvenile,standard,4.17438727,65,,,,,,,,,,,"Montgomery, J. L. M., & Targett, T. E. (1992). The nutritional role of seagrass in the diet of the omnivorous pinfish Lagodon rhomboides (L.). Journal of Experimental Marine Biology and Ecology, 158(1), 37–57. ",Only reported minimum fish length.,,
Lagodon_rhomboides,22,22B,lab,Perciformes,Sparidae,Lagodon,carnivore,34.7,-76.7,Beaufort North Carolina USA,invertebrate,Paleomonetes pugio,24,1,marker,5,organic,0.798,juvenile,standard,4.17438727,65,,,,,,,,,,,"Montgomery, J. L. M., & Targett, T. E. (1992). The nutritional role of seagrass in the diet of the omnivorous pinfish Lagodon rhomboides (L.). Journal of Experimental Marine Biology and Ecology, 158(1), 37–57. ",Only reported minimum fish length.,,
Lagodon_rhomboides,22,22B,lab,Perciformes,Sparidae,Lagodon,carnivore,34.7,-76.7,Beaufort North Carolina USA,invertebrate,Paleomonetes pugio,24,1,marker,5,protein,0.978,juvenile,standard,4.17438727,65,,,,,,,,,,,"Montgomery, J. L. M., & Targett, T. E. (1992). The nutritional role of seagrass in the diet of the omnivorous pinfish Lagodon rhomboides (L.). Journal of Experimental Marine Biology and Ecology, 158(1), 37–57. ",Only reported minimum fish length.,,
Lagodon_rhomboides,22,22B,lab,Perciformes,Sparidae,Lagodon,herbivore,34.7,-76.7,Beaufort North Carolina USA,macroalgae,Enteromorpha intestinalis,24,1,marker,5,organic,0.337,juvenile,standard,4.17438727,65,,,,,,,,,,,"Montgomery, J. L. M., & Targett, T. E. (1992). The nutritional role of seagrass in the diet of the omnivorous pinfish Lagodon rhomboides (L.). Journal of Experimental Marine Biology and Ecology, 158(1), 37–57. ",Only reported minimum fish length.,,
Lagodon_rhomboides,22,22A,lab,Perciformes,Sparidae,Lagodon,herbivore,34.7,-76.7,Beaufort North Carolina USA,seagrass,Zostera marina,24,1,marker,5,total,0.514,juvenile,standard,4.17438727,65,,,,,,,,,,,"Montgomery, J. L. M., & Targett, T. E. (1992). The nutritional role of seagrass in the diet of the omnivorous pinfish Lagodon rhomboides (L.). Journal of Experimental Marine Biology and Ecology, 158(1), 37–57. ",Only reported minimum fish length.,,
Lagodon_rhomboides,22,22A,lab,Perciformes,Sparidae,Lagodon,herbivore,34.7,-76.7,Beaufort North Carolina USA,seagrass,Zostera marina,24,1,marker,5,energy,0.65,juvenile,standard,4.17438727,65,,,,,,,,,,,"Montgomery, J. L. M., & Targett, T. E. (1992). The nutritional role of seagrass in the diet of the omnivorous pinfish Lagodon rhomboides (L.). Journal of Experimental Marine Biology and Ecology, 158(1), 37–57. ",Only reported minimum fish length.,,
Lagodon_rhomboides,22,22A,lab,Perciformes,Sparidae,Lagodon,herbivore,34.7,-76.7,Beaufort North Carolina USA,seagrass,Zostera marina,24,1,marker,5,organic,0.666,juvenile,standard,4.17438727,65,,,,,,,,,,,"Montgomery, J. L. M., & Targett, T. E. (1992). The nutritional role of seagrass in the diet of the omnivorous pinfish Lagodon rhomboides (L.). Journal of Experimental Marine Biology and Ecology, 158(1), 37–57. ",Only reported minimum fish length.,,
Lagodon_rhomboides,22,22A,lab,Perciformes,Sparidae,Lagodon,herbivore,34.7,-76.7,Beaufort North Carolina USA,seagrass,Zostera marina,24,1,marker,5,carbohydrate,0.732,juvenile,standard,4.17438727,65,,,,,,,,,,,"Montgomery, J. L. M., & Targett, T. E. (1992). The nutritional role of seagrass in the diet of the omnivorous pinfish Lagodon rhomboides (L.). Journal of Experimental Marine Biology and Ecology, 158(1), 37–57. ",Only reported minimum fish length.,,
Lagodon_rhomboides,22,22A,lab,Perciformes,Sparidae,Lagodon,herbivore,34.7,-76.7,Beaufort North Carolina USA,seagrass,Zostera marina,24,1,marker,5,protein,0.962,juvenile,standard,4.17438727,65,,,,,,,,,,,"Montgomery, J. L. M., & Targett, T. E. (1992). The nutritional role of seagrass in the diet of the omnivorous pinfish Lagodon rhomboides (L.). Journal of Experimental Marine Biology and Ecology, 158(1), 37–57. ",Only reported minimum fish length.,,
Stegastes_rectifraenum,28,28A,wild,Perciformes,Pomacentridae,Stegastes,herbivore,23.5,-109.7,Los Frailes Mexico,turf algae,wild,24.4,annual temp range ~20 - 28.5 C,marker,5,total,0.242,adult,standard,4.744932128,115,110,120,,,,,,,,,"Montgomery, W. L., & Gerking, S. D. (1980). Marine macroalgae as foods for fishes: an evaluation of potential food quality. Environmental Biology of Fishes, 5(2), 143–153.",Took average NOAA temp for area as none reported.,,
Stegastes_rectifraenum,28,28A,wild,Perciformes,Pomacentridae,Stegastes,herbivore,23.5,-109.7,Los Frailes Mexico,turf algae,wild,24.4,annual temp range ~20 - 28.5 C,marker,5,carbohydrate,0.44,adult,standard,4.744932128,115,110,120,,,,,,,,,"Montgomery, W. L., & Gerking, S. D. (1980). Marine macroalgae as foods for fishes: an evaluation of potential food quality. Environmental Biology of Fishes, 5(2), 143–153.",Took average NOAA temp for area as none reported.,,
Stegastes_rectifraenum,28,28A,wild,Perciformes,Pomacentridae,Stegastes,herbivore,23.5,-109.7,Los Frailes Mexico,turf algae,wild,24.4,annual temp range ~20 - 28.5 C,marker,5,lipid,0.564,adult,standard,4.744932128,115,110,120,,,,,,,,,"Montgomery, W. L., & Gerking, S. D. (1980). Marine macroalgae as foods for fishes: an evaluation of potential food quality. Environmental Biology of Fishes, 5(2), 143–153.",Took average NOAA temp for area as none reported.,,
Stegastes_rectifraenum,28,28A,wild,Perciformes,Pomacentridae,Stegastes,herbivore,23.5,-109.7,Los Frailes Mexico,turf algae,wild,24.4,annual temp range ~20 - 28.5 C,marker,5,protein,0.67,adult,standard,4.744932128,115,110,120,,,,,,,,,"Montgomery, W. L., & Gerking, S. D. (1980). Marine macroalgae as foods for fishes: an evaluation of potential food quality. Environmental Biology of Fishes, 5(2), 143–153.",Took average NOAA temp for area as none reported.,,
Microspathodon_dorsalis,28,28B,wild,Perciformes,Pomacentridae,Microspathodon,herbivore,23.5,-109.7,Los Frailes Mexico,turf algae,wild,24.4,annual temp range ~20 - 28.5 C,marker,9,total,0.201,adult,standard,5.347107531,210,200,220,,,,,,,,,"Montgomery, W. L., & Gerking, S. D. (1980). Marine macroalgae as foods for fishes: an evaluation of potential food quality. Environmental Biology of Fishes, 5(2), 143–153.",Took average NOAA temp for area as none reported.,,
Microspathodon_dorsalis,28,28B,wild,Perciformes,Pomacentridae,Microspathodon,herbivore,23.5,-109.7,Los Frailes Mexico,turf algae,wild,24.4,annual temp range ~20 - 28.5 C,marker,9,carbohydrate,0.371,adult,standard,5.347107531,210,200,220,,,,,,,,,"Montgomery, W. L., & Gerking, S. D. (1980). Marine macroalgae as foods for fishes: an evaluation of potential food quality. Environmental Biology of Fishes, 5(2), 143–153.",Took average NOAA temp for area as none reported.,,
Microspathodon_dorsalis,28,28B,wild,Perciformes,Pomacentridae,Microspathodon,herbivore,23.5,-109.7,Los Frailes Mexico,turf algae,wild,24.4,annual temp range ~20 - 28.5 C,marker,9,lipid,0.463,adult,standard,5.347107531,210,200,220,,,,,,,,,"Montgomery, W. L., & Gerking, S. D. (1980). Marine macroalgae as foods for fishes: an evaluation of potential food quality. Environmental Biology of Fishes, 5(2), 143–153.",Took average NOAA temp for area as none reported.,,
Microspathodon_dorsalis,28,28B,wild,Perciformes,Pomacentridae,Microspathodon,herbivore,23.5,-109.7,Los Frailes Mexico,turf algae,wild,24.4,annual temp range ~20 - 28.5 C,marker,9,protein,0.574,adult,standard,5.347107531,210,200,220,,,,,,,,,"Montgomery, W. L., & Gerking, S. D. (1980). Marine macroalgae as foods for fishes: an evaluation of potential food quality. Environmental Biology of Fishes, 5(2), 143–153.",Took average NOAA temp for area as none reported.,,
Siganus_fusescens,11,11B,lab,Perciformes,Siganidae,Siganus,herbivore,-27.57,153.3,Point O'Hallaran Australia,macroalgae,Gracilaria edulis,23,1,total collection,4,total,0.395,adult,standard,4.605170186,100,90,110,,,20,,,,,,"Pillans, R. D., Franklin, C. E., & Tibbetts, I. R. (2004). Food choice in Siganus fuscescens: influence of macrophyte nutrient content and availability. Journal of Fish Biology, 64(2), 297–309.",Took midpoint length for average length.  Only accepted absorption data for the top three preferred species.,,
Siganus_fusescens,11,11B,lab,Perciformes,Siganidae,Siganus,herbivore,-27.57,153.3,Point O'Hallaran Australia,macroalgae,Gracilaria edulis,23,1,total collection,4,carbon,0.472,adult,standard,4.605170186,100,90,110,,,20,,,,,,"Pillans, R. D., Franklin, C. E., & Tibbetts, I. R. (2004). Food choice in Siganus fuscescens: influence of macrophyte nutrient content and availability. Journal of Fish Biology, 64(2), 297–309.",Took midpoint length for average length.  Only accepted absorption data for the top three preferred species.,,
Siganus_fusescens,11,11A,lab,Perciformes,Siganidae,Siganus,herbivore,-27.57,153.3,Point O'Hallaran Australia,macroalgae,Acanthophora spicifera,23,1,total collection,4,total,0.542,adult,standard,4.605170186,100,90,110,,,20,,,,,,"Pillans, R. D., Franklin, C. E., & Tibbetts, I. R. (2004). Food choice in Siganus fuscescens: influence of macrophyte nutrient content and availability. Journal of Fish Biology, 64(2), 297–309.",Took midpoint length for average length.  Only accepted absorption data for the top three preferred species.,,
Siganus_fusescens,11,11A,lab,Perciformes,Siganidae,Siganus,herbivore,-27.57,153.3,Point O'Hallaran Australia,macroalgae,Acanthophora spicifera,23,1,total collection,4,carbon,0.59,adult,standard,4.605170186,100,90,110,,,20,,,,,,"Pillans, R. D., Franklin, C. E., & Tibbetts, I. R. (2004). Food choice in Siganus fuscescens: influence of macrophyte nutrient content and availability. Journal of Fish Biology, 64(2), 297–309.",Took midpoint length for average length.  Only accepted absorption data for the top three preferred species.,Took NOAA temp for area during study period as none reported.,
Siganus_fusescens,11,11B,lab,Perciformes,Siganidae,Siganus,herbivore,-27.57,153.3,Point O'Hallaran Australia,macroalgae,Gracilaria edulis,23,1,total collection,4,energy,0.601,adult,standard,4.605170186,100,90,110,,,20,,,,,,"Pillans, R. D., Franklin, C. E., & Tibbetts, I. R. (2004). Food choice in Siganus fuscescens: influence of macrophyte nutrient content and availability. Journal of Fish Biology, 64(2), 297–309.",Took midpoint length for average length.  Only accepted absorption data for the top three preferred species.,,
Siganus_fusescens,11,11A,lab,Perciformes,Siganidae,Siganus,herbivore,-27.57,153.3,Point O'Hallaran Australia,macroalgae,Acanthophora spicifera,23,1,total collection,4,energy,0.657,adult,standard,4.605170186,100,90,110,,,20,,,,,,"Pillans, R. D., Franklin, C. E., & Tibbetts, I. R. (2004). Food choice in Siganus fuscescens: influence of macrophyte nutrient content and availability. Journal of Fish Biology, 64(2), 297–309.",Took midpoint length for average length.  Only accepted absorption data for the top three preferred species.,,
Siganus_fusescens,11,11B,lab,Perciformes,Siganidae,Siganus,herbivore,-27.57,153.3,Point O'Hallaran Australia,macroalgae,Gracilaria edulis,23,1,total collection,4,nitrogen,0.669,adult,standard,4.605170186,100,90,110,,,20,,,,,,"Pillans, R. D., Franklin, C. E., & Tibbetts, I. R. (2004). Food choice in Siganus fuscescens: influence of macrophyte nutrient content and availability. Journal of Fish Biology, 64(2), 297–309.",Took midpoint length for average length.  Only accepted absorption data for the top three preferred species.,,
Siganus_fusescens,11,11A,lab,Perciformes,Siganidae,Siganus,herbivore,-27.57,153.3,Point O'Hallaran Australia,macroalgae,Acanthophora spicifera,23,1,total collection,4,nitrogen,0.822,adult,standard,4.605170186,100,90,110,,,20,,,,,,"Pillans, R. D., Franklin, C. E., & Tibbetts, I. R. (2004). Food choice in Siganus fuscescens: influence of macrophyte nutrient content and availability. Journal of Fish Biology, 64(2), 297–309.",Took midpoint length for average length.  Only accepted absorption data for the top three preferred species.,,
Siganus_fusescens,11,11C,lab,Perciformes,Siganidae,Siganus,herbivore,-27.57,153.3,Point O'Hallaran Australia,seagrass,Zostera capricorni,23,1,total collection,4,total,0.315,adult,standard,4.605170186,100,90,110,,,20,,,,,,"Pillans, R. D., Franklin, C. E., & Tibbetts, I. R. (2004). Food choice in Siganus fuscescens: influence of macrophyte nutrient content and availability. Journal of Fish Biology, 64(2), 297–309.",Took midpoint length for average length.  Only accepted absorption data for the top three preferred species.,,
Siganus_fusescens,11,11C,lab,Perciformes,Siganidae,Siganus,herbivore,-27.57,153.3,Point O'Hallaran Australia,seagrass,Zostera capricorni,23,1,total collection,4,nitrogen,0.435,adult,standard,4.605170186,100,90,110,,,20,,,,,,"Pillans, R. D., Franklin, C. E., & Tibbetts, I. R. (2004). Food choice in Siganus fuscescens: influence of macrophyte nutrient content and availability. Journal of Fish Biology, 64(2), 297–309.",Took midpoint length for average length.  Only accepted absorption data for the top three preferred species.,,
Siganus_fusescens,11,11C,lab,Perciformes,Siganidae,Siganus,herbivore,-27.57,153.3,Point O'Hallaran Australia,seagrass,Zostera capricorni,23,1,total collection,4,energy,0.469,adult,standard,4.605170186,100,90,110,,,20,,,,,,"Pillans, R. D., Franklin, C. E., & Tibbetts, I. R. (2004). Food choice in Siganus fuscescens: influence of macrophyte nutrient content and availability. Journal of Fish Biology, 64(2), 297–309.",Took midpoint length for average length.  Only accepted absorption data for the top three preferred species.,,
Siganus_fusescens,11,11C,lab,Perciformes,Siganidae,Siganus,herbivore,-27.57,153.3,Point O'Hallaran Australia,seagrass,Zostera capricorni,23,1,total collection,4,carbon,0.49,adult,standard,4.605170186,100,90,110,,,20,,,,,,"Pillans, R. D., Franklin, C. E., & Tibbetts, I. R. (2004). Food choice in Siganus fuscescens: influence of macrophyte nutrient content and availability. Journal of Fish Biology, 64(2), 297–309.",Took midpoint length for average length.  Only accepted absorption data for the top three preferred species.,,
Chromis_chromis,39,39B,wild,Perciformes,Pomacentridae,Chromis,carnivore,42.6,8.8,Corsica,zooplankton,Plankton,14.2,,marker,,total,0.59,,fork,4.219507705,68,,,,,,10.25,,,,,"Pinnegar, J. K., & Polunin, N. V. C. (2006). Planktivorous damselfish support significant nitrogen and phosphorus fluxes to Mediterranean reefs. Marine Biology, 148(5), 1089–1099.","Estimated length from average mass reported and Petrakis, G., & Stergiou, K. I. (1995). Weight-length relationships for 33 fish species in Greek waters. Fisheries Research, 21(3), 465–469.",,
Chromis_chromis,39,39B,wild,Perciformes,Pomacentridae,Chromis,carnivore,42.6,8.8,Corsica,zooplankton,Plankton,14.2,,marker,,carbon,0.84,,fork,4.219507705,68,,,,,,10.25,,,,,"Pinnegar, J. K., & Polunin, N. V. C. (2006). Planktivorous damselfish support significant nitrogen and phosphorus fluxes to Mediterranean reefs. Marine Biology, 148(5), 1089–1099.","Estimated length from average mass reported and Petrakis, G., & Stergiou, K. I. (1995). Weight-length relationships for 33 fish species in Greek waters. Fisheries Research, 21(3), 465–469.",,
Chromis_chromis,39,39B,wild,Perciformes,Pomacentridae,Chromis,carnivore,42.6,8.8,Corsica,zooplankton,Plankton,14.2,,marker,,nitrogen,0.93,,fork,4.219507705,68,,,,,,10.25,,,,,"Pinnegar, J. K., & Polunin, N. V. C. (2006). Planktivorous damselfish support significant nitrogen and phosphorus fluxes to Mediterranean reefs. Marine Biology, 148(5), 1089–1099.","Estimated length from average mass reported and Petrakis, G., & Stergiou, K. I. (1995). Weight-length relationships for 33 fish species in Greek waters. Fisheries Research, 21(3), 465–469.",,
